MATRICULA;DATA BLOQUEIO;
00002006;01/01/2025
00003004;01/01/2025
00004002;01/01/2025
00005009;01/01/2025
00006007;01/01/2025
00269001;01/01/2025
00269019;01/01/2025
00269027;01/01/2000
00301002;01/01/2025
00301017;01/01/2025
00301028;01/01/2025
00313007;01/01/2025
00313015;01/01/2025
00373001;01/01/2000
00373019;01/01/2000
00373027;01/01/2000
00410001;01/01/2000
00875005;01/01/2000
00915009;01/01/2000
01039007;01/01/2000
01039015;01/01/2000
01039023;01/01/2000
01051002;01/01/2000
01221001;01/01/2000
01247006;01/01/2000
01263003;01/01/2025
01284002;01/01/2025
01284011;01/01/2025
01292002;01/01/2000
01338003;01/01/2025
01342005;01/01/2025
01342013;01/01/2025
01410000;01/01/2000
01463009;01/01/2025
01465004;01/01/2000
01465012;01/01/2000
01465020;01/01/2000
01465046;01/01/2000
01513001;01/01/2025
01533009;01/01/2000
01533017;01/01/2000
01570001;01/01/2000
01570019;01/01/2000
01570035;01/01/2000
01585009;01/01/2025
01621002;01/01/2025
01621036;01/01/2000
01631004;01/01/2025
01631019;01/01/2025
01645001;01/01/2000
01653005;01/01/2025
01653013;01/01/2025
01654003;01/01/2000
01668003;01/01/2025
01668011;01/01/2025
01670009;01/01/2025
01682004;01/01/2025
01683002;01/01/2000
01690007;01/01/2025
01690015;01/01/2025
01697002;01/01/2025
01768001;01/01/2025
01779008;01/01/2025
01779016;01/01/2025
01794007;01/01/2000
01794015;01/01/2000
01819005;01/01/2025
01819015;01/01/2025
01822006;01/01/2000
01822014;01/01/2000
01845007;01/01/2000
01872001;01/01/2000
01872019;01/01/2000
01893007;01/01/2000
01900000;01/01/2025
01944008;01/01/2025
01958008;01/01/2025
01961002;01/01/2000
01980002;01/01/2025
01980010;01/01/2025
01981000;01/01/2025
01981018;01/01/2025
01999002;01/01/2000
01999051;01/01/2000
02000008;01/01/2025
02000016;01/01/2025
02006005;01/01/2025
02007003;01/01/2000
02055002;01/01/2025
02055010;01/01/2025
02058006;01/01/2025
02058014;01/01/2025
02073005;01/01/2000
02073013;01/01/2000
02073021;01/01/2000
02089001;01/01/2025
02089019;01/01/2025
02097004;01/01/2025
02097012;01/01/2025
02102002;01/01/2025
02102010;01/01/2025
02107001;01/01/2000
02107019;01/01/2000
02107026;01/01/2000
02157006;01/01/2025
02179000;01/01/2000
02180008;01/01/2025
02180016;01/01/2025
02188001;01/01/2025
02188019;01/01/2025
02195006;01/01/2025
02195014;01/01/2025
02226009;01/01/2025
02226017;01/01/2025
02226025;01/01/2000
02226041;01/01/2000
02226058;01/01/2000
02240000;01/01/2025
02251007;01/01/2000
02251015;01/01/2000
02251023;01/01/2000
02251056;01/01/2000
02251064;01/01/2000
02254001;01/01/2025
02254019;01/01/2025
02261006;01/01/2025
02275006;01/01/2025
02275014;01/01/2025
02280006;01/01/2000
02283000;01/01/2025
02294007;01/01/2000
02294015;01/01/2000
02306009;01/01/2025
02306017;01/01/2025
02341006;01/01/2025
02341014;01/01/2025
02346005;01/01/2025
02346013;01/01/2025
02359008;01/01/2025
02359016;01/01/2025
02364008;01/01/2025
02370005;01/01/2000
02390003;01/01/2025
02408003;01/01/2025
02408011;01/01/2025
02408037;01/01/2000
02409001;01/01/2025
02409019;01/01/2025
02415008;01/01/2000
02415016;01/01/2000
02424000;01/01/2000
02445005;01/01/2025
02457000;01/01/2000
02457026;01/01/2000
02481000;01/01/2025
02481018;01/01/2025
02486009;01/01/2025
02501005;01/01/2025
02502003;01/01/2000
02506004;01/01/2025
02506012;01/01/2025
02506020;01/01/2000
02511004;01/01/2000
02512002;01/01/2025
02518009;01/01/2025
02518017;01/01/2000
02518033;01/01/2000
02518041;01/01/2000
02523009;01/01/2000
02523017;01/01/2000
02523025;01/01/2000
02527000;01/01/2025
02527018;01/01/2025
02560001;01/01/2000
02560019;01/01/2000
02563005;01/01/2025
02563047;01/01/2000
02566008;01/01/2025
02566016;01/01/2025
02571008;01/01/2025
02571021;01/01/2025
02581007;01/01/2000
02581011;01/01/2000
02590008;01/01/2025
02590016;01/01/2025
02590032;01/01/2000
02597003;01/01/2000
02597037;01/01/2000
02622009;01/01/2000
02622010;01/01/2000
02634004;01/01/2000
02636009;01/01/2025
02636017;01/01/2025
02647006;01/01/2000
02647014;01/01/2000
02648004;01/01/2025
02648012;01/01/2025
02671006;01/01/2025
02690006;01/01/2025
02690030;01/01/2000
02698009;01/01/2000
02698017;01/01/2000
02698025;01/01/2000
02698033;01/01/2000
02701001;01/01/2025
02701019;01/01/2025
02713006;01/01/2000
02713014;01/01/2000
02746006;01/01/2025
02746014;01/01/2025
02746048;01/01/2000
02749004;01/01/2025
02755007;01/01/2025
02767002;01/01/2025
02767010;01/01/2025
02778009;01/01/2025
02778017;01/01/2000
02784007;01/01/2025
02784017;01/01/2025
02784025;01/01/2025
02787000;01/01/2025
02787018;01/01/2025
02795003;01/01/2025
02795011;01/01/2025
02795045;01/01/2025
02795052;01/01/2025
02807006;01/01/2025
02807014;01/01/2025
02807055;01/01/2025
02810000;01/01/2025
02810018;01/01/2025
02813004;01/01/2025
02813046;01/01/2000
02813052;01/01/2000
02816007;01/01/2000
02819001;01/01/2025
02819019;01/01/2025
02824001;01/01/2025
02844009;01/01/2025
02844033;01/01/2000
02849008;01/01/2025
02849016;01/01/2025
02850006;01/01/2000
02850048;01/01/2000
02856003;01/01/2025
02856011;01/01/2025
02878007;01/01/2000
02878015;01/01/2000
02897007;01/01/2025
02897015;01/01/2025
02900009;01/01/2025
02900017;01/01/2025
02908002;01/01/2025
02908010;01/01/2025
02912004;01/01/2025
02912012;01/01/2025
02912020;01/01/2000
02912038;01/01/2000
02912043;01/01/2000
02982007;01/01/2025
02982015;01/01/2025
03032000;01/01/2025
03032034;01/01/2000
03034006;01/01/2025
03047008;01/01/2025
03047016;01/01/2025
03047048;01/01/2025
03051000;01/01/2025
03051018;01/01/2025
03051042;01/01/2000
03059003;01/01/2025
03059011;01/01/2025
03069002;01/01/2025
03069010;01/01/2025
03092004;01/01/2025
03102001;01/01/2025
03111002;01/01/2025
03111014;01/01/2025
03111023;01/01/2025
03111035;01/01/2025
03112000;01/01/2000
03112018;01/01/2000
03112034;01/01/2000
03121001;01/01/2025
03121019;01/01/2025
03125002;01/01/2025
03125010;01/01/2025
03126000;01/01/2025
03126018;01/01/2025
03126026;01/01/2000
03128006;01/01/2025
03130002;01/01/2025
03140001;01/01/2000
03140019;01/01/2000
03148004;01/01/2025
03148012;01/01/2025
03151008;01/01/2025
03151016;01/01/2025
03151024;01/01/2000
03156007;01/01/2025
03176005;01/01/2025
03176013;01/01/2025
03185006;01/01/2025
03185014;01/01/2000
03185030;01/01/2000
03187002;01/01/2025
03190006;01/01/2025
03190011;01/01/2025
03191004;01/01/2025
03192002;01/01/2025
03192010;01/01/2025
03192044;01/01/2025
03192054;01/01/2025
03194008;01/01/2025
03194016;01/01/2025
03195005;01/01/2025
03203007;01/01/2025
03203015;01/01/2000
03217007;01/01/2025
03220001;01/01/2025
03220019;01/01/2025
03220043;01/01/2025
03221009;01/01/2000
03222007;01/01/2025
03222015;01/01/2025
03246006;01/01/2025
03246014;01/01/2025
03246022;01/01/2000
03256005;01/01/2025
03274008;01/01/2025
03286002;01/01/2000
03286010;01/01/2000
03293008;01/01/2025
03293016;01/01/2025
03299005;01/01/2025
03302007;01/01/2025
03302015;01/01/2025
03302023;01/01/2000
03302031;01/01/2000
03308004;01/01/2025
03308014;01/01/2025
03313004;01/01/2025
03323003;01/01/2025
03323011;01/01/2025
03344009;01/01/2025
03344017;01/01/2025
03344025;01/01/2025
03352002;01/01/2025
03352044;01/01/2000
03352056;01/01/2025
03352067;01/01/2025
03356003;01/01/2025
03356037;01/01/2000
03356045;01/01/2025
03366002;01/01/2025
03380003;01/01/2025
03390002;01/01/2025
03390028;01/01/2000
03390036;01/01/2000
03396009;01/01/2025
03396017;01/01/2000
03396041;01/01/2000
03418001;01/01/2025
03446002;01/01/2025
03446010;01/01/2025
03456001;01/01/2000
03470002;01/01/2025
03470010;01/01/2025
03470056;01/01/2025
03470067;01/01/2025
03471000;01/01/2000
03474004;01/01/2000
03474046;01/01/2000
03479003;01/01/2000
03479011;01/01/2000
03479029;01/01/2000
03479037;01/01/2000
03487006;01/01/2025
03510005;01/01/2025
03510013;01/01/2025
03512001;01/01/2025
03564002;01/01/2025
03564010;01/01/2025
03570009;01/01/2025
03583002;01/01/2000
03583026;01/01/2000
03584000;01/01/2025
03584014;01/01/2025
03595006;01/01/2025
03595014;01/01/2025
03605003;01/01/2025
03605011;01/01/2025
03609005;01/01/2025
03609013;01/01/2000
03628005;01/01/2025
03628013;01/01/2025
03654001;01/01/2025
03654035;01/01/2000
03654043;01/01/2000
03665007;01/01/2025
03665015;01/01/2000
03676004;01/01/2025
03678000;01/01/2025
03678018;01/01/2000
03686003;01/01/2000
03686029;01/01/2000
03705001;01/01/2000
03705019;01/01/2000
03714003;01/01/2000
03714011;01/01/2000
03745007;01/01/2025
03745015;01/01/2025
03745049;01/01/2000
03762002;01/01/2025
03762010;01/01/2000
03762036;01/01/2000
03762044;01/01/2000
03795002;01/01/2025
03795010;01/01/2000
03795028;01/01/2000
03795036;01/01/2000
03795051;01/01/2025
03810009;01/01/2000
03810025;01/01/2000
03810041;01/01/2000
03817004;01/01/2025
03817019;01/01/2025
03820008;01/01/2000
03820059;01/01/2000
03821006;01/01/2000
03833001;01/01/2025
03833019;01/01/2025
03851003;01/01/2025
03851011;01/01/2000
03851037;01/01/2000
03852001;01/01/2025
03852019;01/01/2025
03855004;01/01/2000
03855015;01/01/2000
03878006;01/01/2025
03878014;01/01/2025
03892007;01/01/2025
03892047;01/01/2025
03899002;01/01/2000
03900008;01/01/2025
03900016;01/01/2025
03904000;01/01/2025
03904018;01/01/2000
03904046;01/01/2000
03904057;01/01/2000
03904068;01/01/2000
03907003;01/01/2000
03907011;01/01/2000
03907037;01/01/2000
03907046;01/01/2000
03916004;01/01/2025
03916055;01/01/2000
03934007;01/01/2000
03934015;01/01/2000
03934023;01/01/2000
03934031;01/01/2000
03937000;01/01/2025
03937018;01/01/2025
03938008;01/01/2000
03946001;01/01/2025
03987005;01/01/2025
03987021;01/01/2000
03987039;01/01/2000
03987047;01/01/2000
03987058;01/01/2025
03994001;01/01/2025
03994019;01/01/2025
03997004;01/01/2025
03997012;01/01/2025
04003000;01/01/2025
04003018;01/01/2025
04003033;01/01/2025
04006003;01/01/2000
04006011;01/01/2000
04011003;01/01/2025
04015004;01/01/2000
04018008;01/01/2025
04018022;01/01/2000
04018033;01/01/2025
04021002;01/01/2025
04021010;01/01/2025
04021028;01/01/2025
04021031;01/01/2025
04025003;01/01/2000
04025011;01/01/2000
04025029;01/01/2000
04033007;01/01/2025
04038006;01/01/2025
04038014;01/01/2000
04038022;01/01/2000
04038046;01/01/2025
04047007;01/01/2025
04047015;01/01/2025
04055000;01/01/2025
04074001;01/01/2025
04074035;01/01/2000
04082004;01/01/2000
04082012;01/01/2000
04083002;01/01/2025
04083010;01/01/2025
04098000;01/01/2025
04098018;01/01/2000
04099008;01/01/2025
04099032;01/01/2000
04099040;01/01/2000
04149001;01/01/2000
04149019;01/01/2000
04151007;01/01/2025
04160008;01/01/2000
04160024;01/01/2000
04168001;01/01/2000
04168019;01/01/2000
04179008;01/01/2000
04179016;01/01/2000
04179032;01/01/2000
04183000;01/01/2025
04183018;01/01/2000
04183042;01/01/2000
04198008;01/01/2025
04198016;01/01/2000
04198040;01/01/2000
04200002;01/01/2025
04200010;01/01/2000
04200036;01/01/2000
04205001;01/01/2025
04205027;01/01/2000
04205035;01/01/2000
04205043;01/01/2000
04237004;01/01/2025
04237012;01/01/2025
04237046;01/01/2025
04239000;01/01/2000
04239018;01/01/2000
04246005;01/01/2025
04246013;01/01/2025
04246039;01/01/2000
04268008;01/01/2000
04278008;01/01/2025
04278011;01/01/2025
04278028;01/01/2000
04279006;01/01/2025
04299004;01/01/2025
04299012;01/01/2025
04308003;01/01/2025
04308029;01/01/2000
04308037;01/01/2000
04308048;01/01/2000
04318002;01/01/2025
04319000;01/01/2000
04319012;01/01/2000
04329009;01/01/2025
04329017;01/01/2000
04329041;01/01/2000
04342002;01/01/2000
04342010;01/01/2000
04342022;01/01/2000
04348009;01/01/2025
04350005;01/01/2000
04354007;01/01/2025
04354015;01/01/2025
04363008;01/01/2000
04366001;01/01/2025
04366019;01/01/2025
04366027;01/01/2000
04366035;01/01/2000
04377008;01/01/2000
04378006;01/01/2025
04378014;01/01/2025
04378030;01/01/2000
04419008;01/01/2000
04419016;01/01/2000
04419030;01/01/2000
04421004;01/01/2025
04421012;01/01/2025
04421021;01/01/2025
04430005;01/01/2025
04430021;01/01/2000
04430038;01/01/2025
04437000;01/01/2025
04437018;01/01/2025
04437026;01/01/2000
04437042;01/01/2000
04446001;01/01/2025
04446019;01/01/2025
04446027;01/01/2025
04447009;01/01/2000
04447017;01/01/2000
04447025;01/01/2000
04459004;01/01/2000
04459012;01/01/2000
04459038;01/01/2000
04461000;01/01/2025
04474003;01/01/2025
04482006;01/01/2025
04482014;01/01/2025
04488003;01/01/2000
04502001;01/01/2025
04506002;01/01/2025
04506010;01/01/2000
04508008;01/01/2025
04508040;01/01/2000
04532004;01/01/2025
04551008;01/01/2000
04551016;01/01/2000
04551024;01/01/2000
04551032;01/01/2025
04551047;01/01/2000
04567004;01/01/2025
04567020;01/01/2025
04579009;01/01/2000
04579017;01/01/2000
04579033;01/01/2000
04581005;01/01/2025
04581021;01/01/2000
04581039;01/01/2025
04581047;01/01/2025
04581059;01/01/2025
04588000;01/01/2025
04588034;01/01/2000
04591004;01/01/2025
04600003;01/01/2025
04608006;01/01/2025
04608014;01/01/2000
04608022;01/01/2000
04608030;01/01/2000
04622007;01/01/2025
04622015;01/01/2000
04624003;01/01/2025
04624011;01/01/2025
04624031;01/01/2025
04624041;01/01/2025
04638003;01/01/2000
04638011;01/01/2000
04638046;01/01/2025
04638059;01/01/2025
04644001;01/01/2025
04644019;01/01/2025
04648002;01/01/2000
04653002;01/01/2025
04653010;01/01/2025
04675005;01/01/2025
04675013;01/01/2025
04675021;01/01/2000
04675039;01/01/2000
04675040;01/01/2000
04680005;01/01/2025
04680013;01/01/2025
04680039;01/01/2000
04688008;01/01/2025
04688016;01/01/2000
04688024;01/01/2000
04688032;01/01/2000
04697009;01/01/2025
04700001;01/01/2025
04700019;01/01/2000
04710000;01/01/2000
04710018;01/01/2000
04710026;01/01/2000
04710034;01/01/2000
04712006;01/01/2025
04712014;01/01/2000
04712022;01/01/2000
04714002;01/01/2025
04714010;01/01/2025
04714028;01/01/2000
04714036;01/01/2000
04719001;01/01/2025
04719019;01/01/2025
04725008;01/01/2000
04725016;01/01/2000
04725024;01/01/2000
04725040;01/01/2000
04728002;01/01/2025
04728044;01/01/2000
04737003;01/01/2025
04737011;01/01/2000
04741005;01/01/2025
04743001;01/01/2025
04743019;01/01/2000
04743031;01/01/2025
04743043;01/01/2000
04755005;01/01/2025
04755039;01/01/2025
04759007;01/01/2025
04762001;01/01/2025
04762019;01/01/2000
04762027;01/01/2000
04767000;01/01/2025
04767018;01/01/2025
04767026;01/01/2000
04770004;01/01/2025
04770012;01/01/2025
04770038;01/01/2000
04770046;01/01/2000
04782009;01/01/2000
04783007;01/01/2025
04783015;01/01/2025
04784005;01/01/2025
04789004;01/01/2025
04789012;01/01/2025
04790002;01/01/2025
04802005;01/01/2025
04802013;01/01/2025
04802021;01/01/2000
